Q7#	LC1a	LC1_1	LC1_2	LC1_3	LC1_4	LC2a_1	LC2a_2	LC2a_3	LC2a_4	LC2a_5	LC2a_6	LC2a_7	LC2a_8	LC2a_9	LC2a_10	LC2a_11	LC2a_12	LC2a_13	LC2a_14	LC2a_15	LC2a_98	LC2a_Other	LC2b	LC2c	LC2c_Other	LC2d	LC2d_Other	LC2e	LC3	LC4	LC4_Other	LC5a	LC5b	LC5c
South South	Have a manageable amount of debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No		Savings/thrift collector	To get the money as soon as possible		Buy fertilizer/livestock/seeds		20000	Lender did not require fixed repayment schedule	NA		No	NA	NA
South South	Do not have any debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	To get the money as soon as possible		Start/expand a business		1e+05	Never missed a payment	NA		Yes	Weekly	Don't know
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Have a manageable amount of debt	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No		From a bank – Commercial bank	To get the money as soon as possible		Start/expand a business		Refusal	Never missed a payment	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Like to live within my means		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Have a manageable amount of debt	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No		Microfinance institution	To get the money as soon as possible		Pay off debts		50000	Never missed a payment	NA		No	NA	NA
South South	Have a manageable amount of debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Like to live within my means		No	NA	NA
South South	Have a manageable amount of debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not know who to borrow from		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not know the requirements		Yes	Occasionally	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Unemployed		No	NA	NA
South South	Do not have any debt	No	No	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Afraid to lose property in case l fail to pay back		Yes	Occasionally	100
South South	Do not have any debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	To get the money as soon as possible		Buy food/clothing		1000	Lender did not require fixed repayment schedule	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Occasionally	Don't know
South South	Have a manageable amount of debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No		Savings group that you save with or borrow from	Low interest rate		Education		Refusal	Missed a payment once in the past 12 months	NA		No	NA	NA
South South	Have a manageable amount of debt	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No collateral required		Travel		4000	Paid partially of what I was supposed to pay	NA		No	NA	NA
South South	Have a manageable amount of debt	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	Low interest rate		To cover funeral costs		7000	Missed payment more than once	NA		No	NA	NA
South South	Have a manageable amount of debt	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No		Village/community association	No proof of employment required		Pay off debts		Refusal	Missed a payment once in the past 12 months	NA		No	NA	NA
South South	Have a bit more debt than is manageable	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No		Village/community association	To get the money as soon as possible		Buy household goods		Refusal	Missed payment more than once	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not know who to borrow from		Yes	Weekly	100
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No		Family/friend/household member	Suitable repayment period		Education		20000	Never missed a payment	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Lenders charge too much		Yes	Daily	100
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Annually	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not earn enough money		Yes	Weekly	500
South South	Do not have any debt	No	No	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Like to live within my means		Yes	Weekly	500
South South	Have a manageable amount of debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	To get the money as soon as possible		Buy food/clothing		10000	Lender did not require fixed repayment schedule	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not believe in it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Occasionally	100
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not believe in it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Occasionally	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No collateral required		Buy food/clothing		5000	Never missed a payment	NA		Yes	Monthly	200
South South	Do not have any debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No collateral required		To help a friend/family member		Don't know	Never missed a payment	NA		Yes	Annually	Refusal
South South	Have a bit more debt than is manageable	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No collateral required		Start/expand a business		Refusal	Never missed a payment	NA		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No collateral required		Start/expand a business		Refusal	Never missed a payment	NA		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No collateral required		To help a friend/family member		Don't know	Never missed a payment	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not have anyone to borrow from		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Afraid to lose property in case l fail to pay back		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not want to pay interest as it is against my religion		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No		Village/community association	Affordable monthly instalments		Start/expand a business		50000	Missed payment more than once	NA		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No		Village/community association	Affordable monthly instalments		House renovation/extension		Refusal	Missed payment more than once	NA		No	NA	NA
South South	Do not have any debt	No	No	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not earn enough money		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Like to live within my means		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Like to live within my means		No	NA	NA
South South	Have a manageable amount of debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Spouse/partner won’t allow it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Spouse/partner won’t allow it		Yes	Weekly	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Afraid to lose property in case l fail to pay back		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Afraid to lose property in case l fail to pay back		No	NA	NA
South South	Have a bit more debt than is manageable	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No		Village/community association	Quality of service provided		Start/expand a business		Refusal	Never missed a payment	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not have anyone to borrow from		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not believe in it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not have anyone to borrow from		No	NA	NA
South South	Do not have any debt	No	No	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not have anyone to borrow from		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No		Village/community association	To get the money as soon as possible		Education		40000	Never missed a payment	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Have a bit more debt than is manageable	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No		Savings/thrift collector	To get the money as soon as possible		Start/expand a business		50000	Never missed a payment	NA		Yes	Occasionally	500
South South	Do not have any debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No		Savings group that you save with or borrow from	Distance/nearness to the lender		Start/expand a business		20000	Never missed a payment	NA		Yes	Occasionally	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Have a bit more debt than is manageable	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not have any collateral		Yes	Occasionally	100
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not have any collateral		Yes	Occasionally	100
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Weekly	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Unemployed		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not know who to borrow from		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Weekly	1000
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Occasionally	100
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Occasionally	100
South South	Have a manageable amount of debt	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	Flexibility of repayment terms		Start/expand a business		50000	Lender did not require fixed repayment schedule	NA		No	NA	NA
South South	Do not have any debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	Flexibility of repayment terms		Start/expand a business		20000	Lender did not require fixed repayment schedule	NA		Yes	Occasionally	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Unemployed		Yes	Occasionally	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No collateral required		Buy food/clothing		12000	Missed a payment once in the past 12 months	NA		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No		Other	To get the money as soon as possible		Buy food/clothing		7000	Missed payment more than once	NA		Yes	Occasionally	100
South South	Have a manageable amount of debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No		Moneylender	No collateral required		Start/expand a business		13000	Never missed a payment	NA		Yes	Weekly	100
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Weekly	100
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not have anyone to borrow from		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No checking of credit history		Start/expand a business		1000	Lender did not require fixed repayment schedule	NA		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	Affordable monthly instalments		Buy food/clothing		5000	Never missed a payment	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Like to live within my means		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Spouse/partner won’t allow it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Like to live within my means		No	NA	NA
South South	Do not have any debt	No	No	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not have anyone to borrow from		Yes	Occasionally	100
South South	Do not have any debt	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No		Family/friend/household member	To get the money as soon as possible		To help a friend/family member		50000	Lender did not require fixed repayment schedule	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not have anyone to borrow from		No	NA	NA
South South	Do not have any debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No collateral required		Education		2500	Paid partially of what I was supposed to pay	NA		Yes	Weekly	100
South South	Have a manageable amount of debt	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No		Savings group that you save with or borrow from	No collateral required		Start/expand a business		80000	Missed payment more than once	NA		Yes	Occasionally	200
South South	Have a manageable amount of debt	Yes	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No		Savings group that you save with or borrow from	To get the money as soon as possible		Tools for farming, e.g., fishing Boat and Nets		35000	Never missed a payment	NA		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No proof of employment required		Buy household goods		2000	Paid partially of what I was supposed to pay	NA		Yes	Weekly	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not know who to borrow from		Yes	Daily	100
South South	Have a manageable amount of debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not believe in it		Yes	Weekly	100
South South	Do not have any debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No		Moneylender	No proof of employment required		Medical expenses		45000	Missed payment more than once	NA		No	NA	NA
South South	Do not have any debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	No checking of credit history		Education		30000	Never missed a payment	NA		Yes	Weekly	1000
South South	Have a manageable amount of debt	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No		Family/friend/household member	To get the money as soon as possible		Start/expand a business		21000	Never missed a payment	NA		Yes	Weekly	100
South South	Have a manageable amount of debt	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No		Savings group that you save with or borrow from	Suitable repayment period		Start/expand a business		30000	Never missed a payment	NA		Yes	Weekly	200
South South	Have a manageable amount of debt	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No		Moneylender	No collateral required		Start/expand a business		20000	Missed payment more than once	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Like to live within my means		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not earn enough money		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No		Savings/thrift collector	No collateral required		Tools for farming, e.g., fishing Boat and Nets		Refusal	Missed payment more than once	NA		No	NA	NA
South South	Do not have any debt	No	No	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not know where to go for one		No	NA	NA
South South	Do not have any debt	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No		Savings group that you save with or borrow from	Flexibility of repayment terms		Start/expand a business		Refusal	Never missed a payment	NA		Yes	Weekly	100
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Lenders charge too much		Yes	Daily	100
South South	Do not have any debt	No	No	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not have anyone to borrow from		Yes	Weekly	200
South South	Have a manageable amount of debt	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No		Family/friend/household member	To get the money as soon as possible		Tools for farming, e.g., fishing Boat and Nets		15000	Never missed a payment	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Occasionally	100
South South	Have a bit more debt than is manageable	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	Flexibility of repayment terms		Buy a car/vehicle		150000	Missed payment more than once	NA		No	NA	NA
South South	Have a manageable amount of debt	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No		Other	No collateral required		Start/expand a business		Refusal	Never missed a payment	NA		Yes	Occasionally	200
South South	Have a manageable amount of debt	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No		Village/community association	Distance/nearness to the lender		Start/expand a business		50000	Never missed a payment	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not know where to go for one		No	NA	NA
South South	Do not have any debt	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No		Moneylender	To get the money as soon as possible		Start/expand a business		30000	Missed a payment once in the past 12 months	NA		Yes	Weekly	100
South South	Do not have any debt	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No		Family/friend/household member	To get the money as soon as possible		Start/expand a business		5000	Never missed a payment	NA		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not want to pay interest as it is against my religion		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Weekly	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Do not earn enough money		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Occasionally	200
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Have a manageable amount of debt	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No		Village/community association	Past experience with the financial provider		Start/expand a business		20000	Never missed a payment	NA		No	NA	NA
South South	Do not have any debt	No	No	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		No	NA	NA
South South	Do not have any debt	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA		NA		NA	NA	Did not need it		Yes	Occasionally	50
